Date;Transmitter;Window;
;;Maximum [h];Effective [h]
2015-07-15;DHO 23.4;12;12
2015-07-15;GBZ 19.6;12;12
2015-07-15;GQD 22.1;12;12
2015-07-15;HWU 21.8;12;12
2015-07-15;ICV 20.3;12;12
2015-07-14;DHO 23.4;12;12
2015-07-14;GBZ 19.6;12;12
2015-07-14;GQD 22.1;12;12
2015-07-14;HWU 21.8;12;12
2015-07-14;ICV 20.3;12;12
2015-07-13;DHO 23.4;12;12
2015-07-13;GBZ 19.6;12;12
2015-07-13;GQD 22.1;12;12
2015-07-13;HWU 21.8;12;12
2015-07-13;ICV 20.3;12;12
2015-07-12;DHO 23.4;12;12
2015-07-12;GBZ 19.6;12;12
2015-07-12;GQD 22.1;12;12
2015-07-12;HWU 21.8;12;12
2015-07-12;ICV 20.3;12;12
2015-07-11;DHO 23.4;12;12
2015-07-11;GBZ 19.6;12;12
2015-07-11;GQD 22.1;12;12
2015-07-11;HWU 21.8;12;12
2015-07-11;ICV 20.3;12;12
2015-07-10;DHO 23.4;12;12
2015-07-10;GBZ 19.6;12;12
2015-07-10;GQD 22.1;12;12
2015-07-10;HWU 21.8;12;12
2015-07-10;ICV 20.3;12;12
2015-07-09;DHO 23.4;12;12
2015-07-09;GBZ 19.6;12;12
2015-07-09;GQD 22.1;12;12
2015-07-09;HWU 21.8;12;12
2015-07-09;ICV 20.3;12;12
2015-07-08;DHO 23.4;12;12
2015-07-08;GBZ 19.6;12;12
2015-07-08;GQD 22.1;12;12
2015-07-08;HWU 21.8;12;12
2015-07-08;ICV 20.3;12;12
2015-07-07;DHO 23.4;12;12
2015-07-07;GBZ 19.6;12;12
2015-07-07;GQD 22.1;12;12
2015-07-07;HWU 21.8;12;12
2015-07-07;ICV 20.3;12;12
2015-07-06;DHO 23.4;12;12
2015-07-06;GBZ 19.6;12;12
2015-07-06;GQD 22.1;12;12
2015-07-06;HWU 21.8;12;12
2015-07-06;ICV 20.3;12;12
2015-07-05;DHO 23.4;12;12
2015-07-05;GBZ 19.6;12;12
2015-07-05;GQD 22.1;12;12
2015-07-05;HWU 21.8;12;12
2015-07-05;ICV 20.3;12;12
2015-07-04;DHO 23.4;12;12
2015-07-04;GBZ 19.6;12;12
2015-07-04;GQD 22.1;12;12
2015-07-04;HWU 21.8;12;12
2015-07-04;ICV 20.3;12;12
2015-07-03;DHO 23.4;12;12
2015-07-03;GBZ 19.6;12;12
2015-07-03;GQD 22.1;12;12
2015-07-03;HWU 21.8;12;12
2015-07-03;ICV 20.3;12;12
2015-07-02;DHO 23.4;12;12
2015-07-02;GBZ 19.6;12;12
2015-07-02;GQD 22.1;12;12
2015-07-02;HWU 21.8;12;12
2015-07-02;ICV 20.3;12;12
2015-07-01;DHO 23.4;12;12
2015-07-01;GBZ 19.6;12;12
2015-07-01;GQD 22.1;12;12
2015-07-01;HWU 21.8;12;12
2015-07-01;ICV 20.3;12;12
2015-06-30;DHO 23.4;12;12
2015-06-30;GBZ 19.6;12;12
2015-06-30;GQD 22.1;12;12
2015-06-30;HWU 21.8;12;12
2015-06-30;ICV 20.3;12;12
2015-06-29;DHO 23.4;12;12
2015-06-29;GBZ 19.6;12;12
2015-06-29;GQD 22.1;12;12
2015-06-29;HWU 21.8;12;12
2015-06-29;ICV 20.3;12;12
2015-06-28;DHO 23.4;12;12
2015-06-28;GBZ 19.6;12;12
2015-06-28;GQD 22.1;12;12
2015-06-28;HWU 21.8;12;12
2015-06-28;ICV 20.3;12;12
2015-06-27;DHO 23.4;12;12
2015-06-27;GBZ 19.6;12;12
2015-06-27;GQD 22.1;12;12
2015-06-27;HWU 21.8;12;12
2015-06-27;ICV 20.3;12;12
2015-06-26;DHO 23.4;12;12
2015-06-26;GBZ 19.6;12;12
2015-06-26;GQD 22.1;12;12
2015-06-26;HWU 21.8;12;12
2015-06-26;ICV 20.3;12;12
2015-06-25;DHO 23.4;12;12
2015-06-25;GBZ 19.6;12;12
2015-06-25;GQD 22.1;12;12
2015-06-25;HWU 21.8;12;12
2015-06-25;ICV 20.3;12;12
2015-06-24;DHO 23.4;12;12
2015-06-24;GBZ 19.6;12;12
2015-06-24;GQD 22.1;12;12
2015-06-24;HWU 21.8;12;12
2015-06-24;ICV 20.3;12;12
2015-06-23;DHO 23.4;12;12
2015-06-23;GBZ 19.6;12;12
2015-06-23;GQD 22.1;12;12
2015-06-23;HWU 21.8;12;12
2015-06-23;ICV 20.3;12;12
2015-06-22;DHO 23.4;12;12
2015-06-22;GBZ 19.6;12;12
2015-06-22;GQD 22.1;12;12
2015-06-22;HWU 21.8;12;12
2015-06-22;ICV 20.3;12;12
2015-06-21;DHO 23.4;12;12
2015-06-21;GBZ 19.6;12;12
2015-06-21;GQD 22.1;12;12
2015-06-21;HWU 21.8;12;12
2015-06-21;ICV 20.3;12;12
2015-06-20;DHO 23.4;12;12
2015-06-20;GBZ 19.6;12;12
2015-06-20;GQD 22.1;12;12
2015-06-20;HWU 21.8;12;12
2015-06-20;ICV 20.3;12;12
2015-06-19;DHO 23.4;12;12
2015-06-19;GBZ 19.6;12;12
2015-06-19;GQD 22.1;12;12
2015-06-19;HWU 21.8;12;12
2015-06-19;ICV 20.3;12;12
2015-06-18;DHO 23.4;12;12
2015-06-18;GBZ 19.6;12;12
2015-06-18;GQD 22.1;12;12
2015-06-18;HWU 21.8;12;12
2015-06-18;ICV 20.3;12;12
2015-06-17;DHO 23.4;12;12
2015-06-17;GBZ 19.6;12;12
2015-06-17;GQD 22.1;12;12
2015-06-17;HWU 21.8;12;12
2015-06-17;ICV 20.3;12;12
2015-06-16;DHO 23.4;12;12
2015-06-16;GBZ 19.6;12;12
2015-06-16;GQD 22.1;12;12
2015-06-16;HWU 21.8;12;12
2015-06-16;ICV 20.3;12;12
2015-06-15;DHO 23.4;12;12
2015-06-15;GBZ 19.6;12;12
2015-06-15;GQD 22.1;12;12
2015-06-15;HWU 21.8;12;12
2015-06-15;ICV 20.3;12;12
2015-06-14;DHO 23.4;12;12
2015-06-14;GBZ 19.6;12;12
2015-06-14;GQD 22.1;12;12
2015-06-14;HWU 21.8;12;12
2015-06-14;ICV 20.3;12;12
2015-06-13;DHO 23.4;12;12
2015-06-13;GBZ 19.6;12;12
2015-06-13;GQD 22.1;12;12
2015-06-13;HWU 21.8;12;12
2015-06-13;ICV 20.3;12;12
2015-06-12;DHO 23.4;12;12
2015-06-12;GBZ 19.6;12;12
2015-06-12;GQD 22.1;12;12
2015-06-12;HWU 21.8;12;12
2015-06-12;ICV 20.3;12;12
2015-06-11;DHO 23.4;12;12
2015-06-11;GBZ 19.6;12;12
2015-06-11;GQD 22.1;12;12
2015-06-11;HWU 21.8;12;12
2015-06-11;ICV 20.3;12;12
2015-06-10;DHO 23.4;12;12
2015-06-10;GBZ 19.6;12;12
2015-06-10;GQD 22.1;12;12
2015-06-10;HWU 21.8;12;12
2015-06-10;ICV 20.3;12;12
2015-06-09;DHO 23.4;12;12
2015-06-09;GBZ 19.6;12;12
2015-06-09;GQD 22.1;12;12
2015-06-09;HWU 21.8;12;12
2015-06-09;ICV 20.3;12;12
2015-06-08;DHO 23.4;12;12
2015-06-08;GBZ 19.6;12;12
2015-06-08;GQD 22.1;12;12
2015-06-08;HWU 21.8;12;12
2015-06-08;ICV 20.3;12;12
2015-06-07;DHO 23.4;12;12
2015-06-07;GBZ 19.6;12;12
2015-06-07;GQD 22.1;12;12
2015-06-07;HWU 21.8;12;12
2015-06-07;ICV 20.3;12;12
2015-06-06;DHO 23.4;12;12
2015-06-06;GBZ 19.6;12;12
2015-06-06;GQD 22.1;12;12
2015-06-06;HWU 21.8;12;12
2015-06-06;ICV 20.3;12;12
2015-06-05;DHO 23.4;12;12
2015-06-05;GBZ 19.6;12;12
2015-06-05;GQD 22.1;12;12
2015-06-05;HWU 21.8;12;12
2015-06-05;ICV 20.3;12;12
2015-06-04;DHO 23.4;12;12
2015-06-04;GBZ 19.6;12;12
2015-06-04;GQD 22.1;12;12
2015-06-04;HWU 21.8;12;12
2015-06-04;ICV 20.3;12;12
2015-06-03;DHO 23.4;12;12
2015-06-03;GBZ 19.6;12;12
2015-06-03;GQD 22.1;12;12
2015-06-03;HWU 21.8;12;12
2015-06-03;ICV 20.3;12;12
2015-06-02;DHO 23.4;12;12
2015-06-02;GBZ 19.6;12;12
2015-06-02;GQD 22.1;12;12
2015-06-02;HWU 21.8;12;12
2015-06-02;ICV 20.3;12;12
2015-06-01;DHO 23.4;12;12
2015-06-01;GBZ 19.6;12;12
2015-06-01;GQD 22.1;12;12
2015-06-01;HWU 21.8;12;12
2015-06-01;ICV 20.3;12;12
2015-05-31;DHO 23.4;12;12
2015-05-31;GBZ 19.6;12;12
2015-05-31;GQD 22.1;12;12
2015-05-31;HWU 21.8;12;12
2015-05-31;ICV 20.3;12;12
2015-05-30;DHO 23.4;12;12
2015-05-30;GBZ 19.6;12;12
2015-05-30;GQD 22.1;12;12
2015-05-30;HWU 21.8;12;12
2015-05-30;ICV 20.3;12;12
2015-05-29;DHO 23.4;12;12
2015-05-29;GBZ 19.6;12;12
2015-05-29;GQD 22.1;12;12
2015-05-29;HWU 21.8;12;12
2015-05-29;ICV 20.3;12;12
2015-05-28;DHO 23.4;12;12
2015-05-28;GBZ 19.6;12;12
2015-05-28;GQD 22.1;12;12
2015-05-28;HWU 21.8;12;12
2015-05-28;ICV 20.3;12;12
2015-05-27;DHO 23.4;12;12
2015-05-27;GBZ 19.6;12;12
2015-05-27;GQD 22.1;12;12
2015-05-27;HWU 21.8;12;12
2015-05-27;ICV 20.3;12;12
2015-05-26;DHO 23.4;12;12
2015-05-26;GBZ 19.6;12;12
2015-05-26;GQD 22.1;12;12
2015-05-26;HWU 21.8;12;12
2015-05-26;ICV 20.3;12;12
2015-05-25;DHO 23.4;12;12
2015-05-25;GBZ 19.6;12;12
2015-05-25;GQD 22.1;12;12
2015-05-25;HWU 21.8;12;12
2015-05-25;ICV 20.3;12;12
2015-05-24;DHO 23.4;12;12
2015-05-24;GBZ 19.6;12;12
2015-05-24;GQD 22.1;12;12
2015-05-24;HWU 21.8;12;12
2015-05-24;ICV 20.3;12;12
2015-05-23;DHO 23.4;12;12
2015-05-23;GBZ 19.6;12;12
2015-05-23;GQD 22.1;12;12
2015-05-23;HWU 21.8;12;12
2015-05-23;ICV 20.3;12;12
2015-05-22;DHO 23.4;12;12
2015-05-22;GBZ 19.6;12;12
2015-05-22;GQD 22.1;12;12
2015-05-22;HWU 21.8;12;12
2015-05-22;ICV 20.3;12;12
2015-05-21;DHO 23.4;12;12
2015-05-21;GBZ 19.6;12;12
2015-05-21;GQD 22.1;12;12
2015-05-21;HWU 21.8;12;12
2015-05-21;ICV 20.3;12;12
2015-05-20;DHO 23.4;12;12
2015-05-20;GBZ 19.6;12;12
2015-05-20;GQD 22.1;12;12
2015-05-20;HWU 21.8;12;12
2015-05-20;ICV 20.3;12;12
2015-05-19;DHO 23.4;12;12
2015-05-19;GBZ 19.6;12;12
2015-05-19;GQD 22.1;12;12
2015-05-19;HWU 21.8;12;12
2015-05-19;ICV 20.3;12;12
2015-05-18;DHO 23.4;12;12
2015-05-18;GBZ 19.6;12;12
2015-05-18;GQD 22.1;12;12
2015-05-18;HWU 21.8;12;12
2015-05-18;ICV 20.3;12;12
2015-05-17;DHO 23.4;12;12
2015-05-17;GBZ 19.6;12;12
2015-05-17;GQD 22.1;12;12
2015-05-17;HWU 21.8;12;12
2015-05-17;ICV 20.3;12;12
2015-05-16;DHO 23.4;12;12
2015-05-16;GBZ 19.6;12;12
2015-05-16;GQD 22.1;12;12
2015-05-16;HWU 21.8;12;12
2015-05-16;ICV 20.3;12;12
2015-05-15;DHO 23.4;12;12
2015-05-15;GBZ 19.6;12;12
2015-05-15;GQD 22.1;12;12
2015-05-15;HWU 21.8;12;12
2015-05-15;ICV 20.3;12;12
2015-05-14;DHO 23.4;12;12
2015-05-14;GBZ 19.6;12;12
2015-05-14;GQD 22.1;12;12
2015-05-14;HWU 21.8;12;12
2015-05-14;ICV 20.3;12;12
2015-05-13;DHO 23.4;12;12
2015-05-13;GBZ 19.6;12;12
2015-05-13;GQD 22.1;12;12
2015-05-13;HWU 21.8;12;12
2015-05-13;ICV 20.3;12;12
2015-05-12;DHO 23.4;12;12
2015-05-12;GBZ 19.6;12;12
2015-05-12;GQD 22.1;12;12
2015-05-12;HWU 21.8;12;12
2015-05-12;ICV 20.3;12;12
2015-05-11;DHO 23.4;12;12
2015-05-11;GBZ 19.6;12;12
2015-05-11;GQD 22.1;12;12
2015-05-11;HWU 21.8;12;12
2015-05-11;ICV 20.3;12;12
2015-05-10;DHO 23.4;12;12
2015-05-10;GBZ 19.6;12;12
2015-05-10;GQD 22.1;12;12
2015-05-10;HWU 21.8;12;12
2015-05-10;ICV 20.3;12;12
2015-05-09;DHO 23.4;12;12
2015-05-09;GBZ 19.6;12;12
2015-05-09;GQD 22.1;12;12
2015-05-09;HWU 21.8;12;12
2015-05-09;ICV 20.3;12;12
2015-05-08;DHO 23.4;12;12
2015-05-08;GBZ 19.6;12;12
2015-05-08;GQD 22.1;12;12
2015-05-08;HWU 21.8;12;12
2015-05-08;ICV 20.3;12;12
2015-05-07;DHO 23.4;12;12
2015-05-07;GBZ 19.6;12;12
2015-05-07;GQD 22.1;12;12
2015-05-07;HWU 21.8;12;12
2015-05-07;ICV 20.3;12;12
2015-05-06;DHO 23.4;12;12
2015-05-06;GBZ 19.6;12;12
2015-05-06;GQD 22.1;12;12
2015-05-06;HWU 21.8;12;12
2015-05-06;ICV 20.3;12;12
2015-05-05;DHO 23.4;12;12
2015-05-05;GBZ 19.6;12;12
2015-05-05;GQD 22.1;12;12
2015-05-05;HWU 21.8;12;12
2015-05-05;ICV 20.3;12;12
2015-05-04;DHO 23.4;12;12
2015-05-04;GBZ 19.6;12;12
2015-05-04;GQD 22.1;12;12
2015-05-04;HWU 21.8;12;12
2015-05-04;ICV 20.3;12;12
2015-05-03;DHO 23.4;12;12
2015-05-03;GBZ 19.6;12;12
2015-05-03;GQD 22.1;12;12
2015-05-03;HWU 21.8;12;12
2015-05-03;ICV 20.3;12;12
2015-05-02;DHO 23.4;12;12
2015-05-02;GBZ 19.6;12;12
2015-05-02;GQD 22.1;12;12
2015-05-02;HWU 21.8;12;12
2015-05-02;ICV 20.3;12;12
2015-05-01;DHO 23.4;12;12
2015-05-01;GBZ 19.6;12;12
2015-05-01;GQD 22.1;12;12
2015-05-01;HWU 21.8;12;12
2015-05-01;ICV 20.3;12;12
2015-04-30;DHO 23.4;12;12
2015-04-30;GBZ 19.6;12;12
2015-04-30;GQD 22.1;12;12
2015-04-30;HWU 21.8;12;12
2015-04-30;ICV 20.3;12;12
2015-04-29;DHO 23.4;12;12
2015-04-29;GBZ 19.6;12;12
2015-04-29;GQD 22.1;12;12
2015-04-29;HWU 21.8;12;12
2015-04-29;ICV 20.3;12;12
2015-04-28;DHO 23.4;12;12
2015-04-28;GBZ 19.6;12;12
2015-04-28;GQD 22.1;12;12
2015-04-28;HWU 21.8;12;12
2015-04-28;ICV 20.3;12;12
2015-04-27;DHO 23.4;12;12
2015-04-27;GBZ 19.6;12;12
2015-04-27;GQD 22.1;12;12
2015-04-27;HWU 21.8;12;12
2015-04-27;ICV 20.3;12;12
2015-04-26;DHO 23.4;12;12
2015-04-26;GBZ 19.6;12;12
2015-04-26;GQD 22.1;12;12
2015-04-26;HWU 21.8;12;12
2015-04-26;ICV 20.3;12;12
2015-04-25;DHO 23.4;12;12
2015-04-25;GBZ 19.6;12;12
2015-04-25;GQD 22.1;12;12
2015-04-25;HWU 21.8;12;12
2015-04-25;ICV 20.3;12;12
2015-04-24;DHO 23.4;12;12
2015-04-24;GBZ 19.6;12;12
2015-04-24;GQD 22.1;12;12
2015-04-24;HWU 21.8;12;12
2015-04-24;ICV 20.3;12;12
2015-04-23;DHO 23.4;12;12
2015-04-23;GBZ 19.6;12;12
2015-04-23;GQD 22.1;12;12
2015-04-23;HWU 21.8;12;12
2015-04-23;ICV 20.3;12;12
2015-04-22;DHO 23.4;12;12
2015-04-22;GBZ 19.6;12;12
2015-04-22;GQD 22.1;12;12
2015-04-22;HWU 21.8;12;12
2015-04-22;ICV 20.3;12;12
2015-04-21;DHO 23.4;12;12
2015-04-21;GBZ 19.6;12;12
2015-04-21;GQD 22.1;12;12
2015-04-21;HWU 21.8;12;12
2015-04-21;ICV 20.3;12;12
2015-04-20;DHO 23.4;12;12
2015-04-20;GBZ 19.6;12;12
2015-04-20;GQD 22.1;12;12
2015-04-20;HWU 21.8;12;12
2015-04-20;ICV 20.3;12;12
2015-04-19;DHO 23.4;12;12
2015-04-19;GBZ 19.6;12;12
2015-04-19;GQD 22.1;12;12
2015-04-19;HWU 21.8;12;12
2015-04-19;ICV 20.3;12;12
2015-04-18;DHO 23.4;12;12
2015-04-18;GBZ 19.6;12;12
2015-04-18;GQD 22.1;12;12
2015-04-18;HWU 21.8;12;12
2015-04-18;ICV 20.3;12;12
2015-04-17;DHO 23.4;12;12
2015-04-17;GBZ 19.6;12;12
2015-04-17;GQD 22.1;12;12
2015-04-17;HWU 21.8;12;12
2015-04-17;ICV 20.3;12;12
2015-04-16;DHO 23.4;12;12
2015-04-16;GBZ 19.6;12;12
2015-04-16;GQD 22.1;12;12
2015-04-16;HWU 21.8;12;12
2015-04-16;ICV 20.3;12;12
2015-04-15;DHO 23.4;12;12
2015-04-15;GBZ 19.6;12;12
2015-04-15;GQD 22.1;12;12
2015-04-15;HWU 21.8;12;12
2015-04-15;ICV 20.3;12;12
2015-04-14;DHO 23.4;12;12
2015-04-14;GBZ 19.6;12;12
2015-04-14;GQD 22.1;12;12
2015-04-14;HWU 21.8;12;12
2015-04-14;ICV 20.3;12;12
2015-04-13;DHO 23.4;12;12
2015-04-13;GBZ 19.6;12;12
2015-04-13;GQD 22.1;12;12
2015-04-13;HWU 21.8;12;12
2015-04-13;ICV 20.3;12;12
2015-04-12;DHO 23.4;12;12
2015-04-12;GBZ 19.6;12;12
2015-04-12;GQD 22.1;12;12
2015-04-12;HWU 21.8;12;12
2015-04-12;ICV 20.3;12;12
2015-04-11;DHO 23.4;12;12
2015-04-11;GBZ 19.6;12;12
2015-04-11;GQD 22.1;12;12
2015-04-11;HWU 21.8;12;12
2015-04-11;ICV 20.3;12;12
2015-04-10;DHO 23.4;12;12
2015-04-10;GBZ 19.6;12;12
2015-04-10;GQD 22.1;12;12
2015-04-10;HWU 21.8;12;12
2015-04-10;ICV 20.3;12;12
2015-04-09;DHO 23.4;12;12
2015-04-09;GBZ 19.6;12;12
2015-04-09;GQD 22.1;12;12
2015-04-09;HWU 21.8;12;12
2015-04-09;ICV 20.3;12;12
2015-04-08;DHO 23.4;12;12
2015-04-08;GBZ 19.6;12;12
2015-04-08;GQD 22.1;12;12
2015-04-08;HWU 21.8;12;12
2015-04-08;ICV 20.3;12;12
2015-04-07;DHO 23.4;12;12
2015-04-07;GBZ 19.6;12;12
2015-04-07;GQD 22.1;12;12
2015-04-07;HWU 21.8;12;12
2015-04-07;ICV 20.3;12;12
2015-04-06;DHO 23.4;12;12
2015-04-06;GBZ 19.6;12;12
2015-04-06;GQD 22.1;12;12
2015-04-06;HWU 21.8;12;12
2015-04-06;ICV 20.3;12;12
2015-04-05;DHO 23.4;12;12
2015-04-05;GBZ 19.6;12;12
2015-04-05;GQD 22.1;12;12
2015-04-05;HWU 21.8;12;12
2015-04-05;ICV 20.3;12;12
2015-04-04;DHO 23.4;12;12
2015-04-04;GBZ 19.6;12;12
2015-04-04;GQD 22.1;12;12
2015-04-04;HWU 21.8;12;12
2015-04-04;ICV 20.3;12;12
2015-04-03;DHO 23.4;12;12
2015-04-03;GBZ 19.6;12;12
2015-04-03;GQD 22.1;12;12
2015-04-03;HWU 21.8;12;12
2015-04-03;ICV 20.3;12;12
2015-04-02;DHO 23.4;12;12
2015-04-02;GBZ 19.6;12;12
2015-04-02;GQD 22.1;12;12
2015-04-02;HWU 21.8;12;12
2015-04-02;ICV 20.3;12;12
2015-04-01;DHO 23.4;12;12
2015-04-01;GBZ 19.6;12;12
2015-04-01;GQD 22.1;12;12
2015-04-01;HWU 21.8;12;12
2015-04-01;ICV 20.3;12;12
2015-03-31;DHO 23.4;12;12
2015-03-31;GBZ 19.6;12;12
2015-03-31;GQD 22.1;12;12
2015-03-31;HWU 21.8;12;12
2015-03-31;ICV 20.3;12;12
2015-03-30;DHO 23.4;12;12
2015-03-30;GBZ 19.6;12;12
2015-03-30;GQD 22.1;12;12
2015-03-30;HWU 21.8;12;12
2015-03-30;ICV 20.3;12;12
2015-03-29;DHO 23.4;12;12
2015-03-29;GBZ 19.6;12;12
2015-03-29;GQD 22.1;12;12
2015-03-29;HWU 21.8;12;12
2015-03-29;ICV 20.3;12;12
2015-03-28;DHO 23.4;12;12
2015-03-28;GBZ 19.6;12;12
2015-03-28;GQD 22.1;12;12
2015-03-28;HWU 21.8;12;12
2015-03-28;ICV 20.3;12;12
2015-03-27;DHO 23.4;12;12
2015-03-27;GBZ 19.6;12;12
2015-03-27;GQD 22.1;12;12
2015-03-27;HWU 21.8;12;12
2015-03-27;ICV 20.3;12;12
2015-03-26;DHO 23.4;12;12
2015-03-26;GBZ 19.6;12;12
2015-03-26;GQD 22.1;12;12
2015-03-26;HWU 21.8;12;12
2015-03-26;ICV 20.3;12;12
2015-03-25;DHO 23.4;12;12
2015-03-25;GBZ 19.6;12;12
2015-03-25;GQD 22.1;12;12
2015-03-25;HWU 21.8;12;12
2015-03-25;ICV 20.3;12;12
2015-03-24;DHO 23.4;12;12
2015-03-24;GBZ 19.6;12;12
2015-03-24;GQD 22.1;12;12
2015-03-24;HWU 21.8;12;12
2015-03-24;ICV 20.3;12;12
2015-03-23;DHO 23.4;12;12
2015-03-23;GBZ 19.6;12;12
2015-03-23;GQD 22.1;12;12
2015-03-23;HWU 21.8;12;12
2015-03-23;ICV 20.3;12;12
2015-03-22;DHO 23.4;12;12
2015-03-22;GBZ 19.6;12;12
2015-03-22;GQD 22.1;12;12
2015-03-22;HWU 21.8;12;12
2015-03-22;ICV 20.3;12;12
2015-03-21;DHO 23.4;12;12
2015-03-21;GBZ 19.6;12;12
2015-03-21;GQD 22.1;12;12
2015-03-21;HWU 21.8;12;12
2015-03-21;ICV 20.3;12;12
2015-03-20;DHO 23.4;12;12
2015-03-20;GBZ 19.6;12;12
2015-03-20;GQD 22.1;12;12
2015-03-20;HWU 21.8;12;12
2015-03-20;ICV 20.3;12;12
2015-03-19;DHO 23.4;12;12
2015-03-19;GBZ 19.6;12;12
2015-03-19;GQD 22.1;12;12
2015-03-19;HWU 21.8;12;12
2015-03-19;ICV 20.3;12;12
2015-03-18;DHO 23.4;12;12
2015-03-18;GBZ 19.6;12;12
2015-03-18;GQD 22.1;12;12
2015-03-18;HWU 21.8;12;12
2015-03-18;ICV 20.3;12;12
2015-03-17;DHO 23.4;12;12
2015-03-17;GBZ 19.6;12;12
2015-03-17;GQD 22.1;12;12
2015-03-17;HWU 21.8;12;12
2015-03-17;ICV 20.3;12;12
2015-03-16;DHO 23.4;12;12
2015-03-16;GBZ 19.6;12;12
2015-03-16;GQD 22.1;12;12
2015-03-16;HWU 21.8;12;12
2015-03-16;ICV 20.3;12;12
2015-03-15;DHO 23.4;12;12
2015-03-15;GBZ 19.6;12;12
2015-03-15;GQD 22.1;12;12
2015-03-15;HWU 21.8;12;12
2015-03-15;ICV 20.3;12;12
2015-03-14;DHO 23.4;12;12
2015-03-14;GBZ 19.6;12;12
2015-03-14;GQD 22.1;12;12
2015-03-14;HWU 21.8;12;12
2015-03-14;ICV 20.3;12;12
2015-03-13;DHO 23.4;12;12
2015-03-13;GBZ 19.6;12;12
2015-03-13;GQD 22.1;12;12
2015-03-13;HWU 21.8;12;12
2015-03-13;ICV 20.3;12;12
2015-03-12;DHO 23.4;12;12
2015-03-12;GBZ 19.6;12;12
2015-03-12;GQD 22.1;12;12
2015-03-12;HWU 21.8;12;12
2015-03-12;ICV 20.3;12;12
2015-03-11;DHO 23.4;12;12
2015-03-11;GBZ 19.6;12;12
2015-03-11;GQD 22.1;12;12
2015-03-11;HWU 21.8;12;12
2015-03-11;ICV 20.3;12;12
2015-03-10;DHO 23.4;12;12
2015-03-10;GBZ 19.6;12;12
2015-03-10;GQD 22.1;12;12
2015-03-10;HWU 21.8;12;12
2015-03-10;ICV 20.3;12;12
2015-03-09;DHO 23.4;12;12
2015-03-09;GBZ 19.6;12;12
2015-03-09;GQD 22.1;12;12
2015-03-09;HWU 21.8;12;12
2015-03-09;ICV 20.3;12;12
2015-03-08;DHO 23.4;12;12
2015-03-08;GBZ 19.6;12;12
2015-03-08;GQD 22.1;12;12
2015-03-08;HWU 21.8;12;12
2015-03-08;ICV 20.3;12;12
2015-03-07;DHO 23.4;12;12
2015-03-07;GBZ 19.6;12;12
2015-03-07;GQD 22.1;12;12
2015-03-07;HWU 21.8;12;12
2015-03-07;ICV 20.3;12;12
2015-03-06;DHO 23.4;12;12
2015-03-06;GBZ 19.6;12;12
2015-03-06;GQD 22.1;12;12
2015-03-06;HWU 21.8;12;12
2015-03-06;ICV 20.3;12;12
2015-03-05;DHO 23.4;12;12
2015-03-05;GBZ 19.6;12;12
2015-03-05;GQD 22.1;12;12
2015-03-05;HWU 21.8;12;12
2015-03-05;ICV 20.3;12;12
2015-03-04;DHO 23.4;12;12
2015-03-04;GBZ 19.6;12;12
2015-03-04;GQD 22.1;12;12
2015-03-04;HWU 21.8;12;12
2015-03-04;ICV 20.3;12;12
2015-03-03;DHO 23.4;12;12
2015-03-03;GBZ 19.6;12;12
2015-03-03;GQD 22.1;12;12
2015-03-03;HWU 21.8;12;12
2015-03-03;ICV 20.3;12;12
2015-03-02;DHO 23.4;12;12
2015-03-02;GBZ 19.6;12;12
2015-03-02;GQD 22.1;12;12
2015-03-02;HWU 21.8;12;12
2015-03-02;ICV 20.3;12;12
2015-03-01;DHO 23.4;12;12
2015-03-01;GBZ 19.6;12;12
2015-03-01;GQD 22.1;12;12
2015-03-01;HWU 21.8;12;12
2015-03-01;ICV 20.3;12;12
2015-02-28;DHO 23.4;12;12
2015-02-28;GBZ 19.6;12;12
2015-02-28;GQD 22.1;12;12
2015-02-28;HWU 21.8;12;12
2015-02-28;ICV 20.3;12;12
2015-02-27;DHO 23.4;12;12
2015-02-27;GBZ 19.6;12;12
2015-02-27;GQD 22.1;12;12
2015-02-27;HWU 21.8;12;12
2015-02-27;ICV 20.3;12;12
2015-02-26;DHO 23.4;12;12
2015-02-26;GBZ 19.6;12;12
2015-02-26;GQD 22.1;12;12
2015-02-26;HWU 21.8;12;12
2015-02-26;ICV 20.3;12;12
2015-02-25;DHO 23.4;12;12
2015-02-25;GBZ 19.6;12;12
2015-02-25;GQD 22.1;12;12
2015-02-25;HWU 21.8;12;12
2015-02-25;ICV 20.3;12;12
2015-02-24;DHO 23.4;12;12
2015-02-24;GBZ 19.6;12;12
2015-02-24;GQD 22.1;12;12
2015-02-24;HWU 21.8;12;12
2015-02-24;ICV 20.3;12;12
2015-02-23;DHO 23.4;12;12
2015-02-23;GBZ 19.6;12;12
2015-02-23;GQD 22.1;12;12
2015-02-23;HWU 21.8;12;12
2015-02-23;ICV 20.3;12;12
2015-02-22;DHO 23.4;12;12
2015-02-22;GBZ 19.6;12;12
2015-02-22;GQD 22.1;12;12
2015-02-22;HWU 21.8;12;12
2015-02-22;ICV 20.3;12;12
2015-02-21;DHO 23.4;12;12
2015-02-21;GBZ 19.6;12;12
2015-02-21;GQD 22.1;12;12
2015-02-21;HWU 21.8;12;12
2015-02-21;ICV 20.3;12;12
2015-02-20;DHO 23.4;12;12
2015-02-20;GBZ 19.6;12;12
