Date;Begin;;Maximum;;End;;Duration;Definition;Transmitter
;Time [UT];Qualifier;Time [UT];Qualifier;Time [UT];Qualifier;;;
2014-06-30;13:05;;13:28;;14:28;;1h 23m;5;DHO 23.4
2014-06-30;13:05;;13:28;;14:28;;1h 23m;5;GQD 22.1
2014-06-29;11:38;;11:55;;13:08;;1h 30m;5;DHO 23.4
2014-06-29;11:38;;11:55;;13:08;;1h 30m;5;GQD 22.1
2014-06-26;9:12;;9:25;;10:01;;49m;3;DHO 23.4
2014-06-26;9:12;;9:25;;10:01;;49m;3;GQD 22.1
2014-06-21;11:11;;11:28;;12:07;;56m;3;DHO 23.4
2014-06-21;11:11;;11:28;;12:07;;56m;3;GQD 22.1
2014-06-20;10:55;;11:27;;12:36;;1h 41m;5;DHO 23.4
2014-06-20;10:55;;11:27;;12:36;;1h 41m;5;GQD 22.1
2014-06-17;8:16;;8:31;;9:15;;59m;4;GQD 22.1
2014-06-16;7:33;;7:42;;8:01;;28m;5;GQD 22.1
2014-06-16;7:33;;7:42;;8:01;;28m;5;ICV 20.3
2014-06-15;15:49;;16:01;;16:25;;36m;4;DHO 23.4
2014-06-15;12:28;;12:49;;13:18;;50m;3;DHO 23.4
2014-06-15;11:24;;11:40;;12:01;;37m;3;DHO 23.4
2014-06-15;7:49;;8:14;;9:07;;1h 18m;5;DHO 23.4
2014-06-15;6:03;;6:10;;6:45;;42m;5;DHO 23.4
2014-06-15;15:49;;16:01;;16:25;;36m;4;GQD 22.1
2014-06-15;15:15;;15:26;;15:39;;24m;3;GQD 22.1
2014-06-15;12:28;;12:49;;13:18;;50m;3;GQD 22.1
2014-06-15;11:24;;11:40;;12:01;;37m;3;GQD 22.1
2014-06-15;9:35;;9:48;;10:01;;26m;3;GQD 22.1
2014-06-15;7:49;;8:14;;9:07;;1h 18m;5;GQD 22.1
2014-06-15;6:03;;6:10;;6:45;;42m;5;GQD 22.1
2014-06-15;15:49;;16:01;;16:25;;36m;4;ICV 20.3
2014-06-15;15:15;;15:26;;15:39;;24m;3;ICV 20.3
2014-06-15;7:49;;8:14;;9:07;;1h 18m;5;ICV 20.3
2014-06-15;6:03;;6:10;;6:45;;42m;5;ICV 20.3
2014-06-14;10:49;;11:03;;11:23;;34m;3;DHO 23.4
2014-06-14;9:30;;10:03;;10:41;;1h 11m;4;DHO 23.4
2014-06-14;10:49;;11:03;;11:23;;34m;3;GQD 22.1
2014-06-14;9:30;;10:03;;10:41;;1h 11m;4;GQD 22.1
2014-06-14;9:30;;10:03;;10:41;;1h 11m;4;ICV 20.3
2014-06-13;12:39;;13:04;;13:45;;1h 6m;4;DHO 23.4
2014-06-13;10:41;;10:59;;11:48;;1h 7m;5;DHO 23.4
2014-06-13;9:14;;9:19;;9:40;;26m;5;DHO 23.4
2014-06-13;12:39;;13:04;;13:45;;1h 6m;4;GQD 22.1
2014-06-13;10:41;;10:59;;11:48;;1h 7m;5;GQD 22.1
2014-06-13;9:14;;9:19;;9:40;;26m;5;GQD 22.1
2014-06-13;7:50;;7:57;;8:56;;1h 6m;5;GQD 22.1
2014-06-13;12:39;;13:04;;13:45;;1h 6m;4;ICV 20.3
2014-06-13;10:41;;10:59;;11:48;;1h 7m;5;ICV 20.3
2014-06-13;9:14;;9:19;;9:40;;26m;5;ICV 20.3
2014-06-12;15:58;;16:09;;17:03;;1h 5m;5;DHO 23.4
2014-06-12;13:07;;13:23;;13:57;;50m;5;DHO 23.4
2014-06-12;10:16;;10:30;;11:30;;1h 14m;5;DHO 23.4
2014-06-12;9:29;;9:39;;10:14;D;45m;5;DHO 23.4
2014-06-12;18:04;;18:14;;18:54;;50m;4;GQD 22.1
2014-06-12;17:26;;17:38;;17:54;;28m;4;GQD 22.1
2014-06-12;15:58;;16:09;;17:03;;1h 5m;5;GQD 22.1
2014-06-12;13:07;;13:23;;13:57;;50m;5;GQD 22.1
2014-06-12;10:16;;10:30;;11:30;;1h 14m;5;GQD 22.1
2014-06-12;9:29;;9:39;;10:14;D;45m;5;GQD 22.1
2014-06-12;18:04;;18:14;;18:54;;50m;4;ICV 20.3
2014-06-12;17:26;;17:38;;17:54;;28m;4;ICV 20.3
2014-06-12;15:58;;16:09;;17:03;;1h 5m;5;ICV 20.3
2014-06-12;13:07;;13:23;;13:57;;50m;5;ICV 20.3
2014-06-12;10:16;;10:30;;11:30;;1h 14m;5;ICV 20.3
2014-06-12;9:29;;9:39;;10:14;D;45m;5;ICV 20.3
2014-06-11;9:00;;9:06;;10:07;;1h 7m;5;DHO 23.4
2014-06-11;7:58;;8:10;;8:48;;50m;5;DHO 23.4
2014-06-11;5:32;;5:36;;6:19;;47m;5;DHO 23.4
2014-06-11;9:00;;9:06;;10:07;;1h 7m;5;GQD 22.1
2014-06-11;7:58;;8:10;;8:48;;50m;5;GQD 22.1
2014-06-11;6:28;;6:37;;6:52;;24m;4;GQD 22.1
2014-06-11;5:32;;5:36;;6:19;;47m;5;GQD 22.1
2014-06-11;9:00;;9:06;;10:07;;1h 7m;5;ICV 20.3
2014-06-11;7:58;;8:10;;8:48;;50m;5;ICV 20.3
2014-06-11;6:28;;6:37;;6:52;;24m;4;ICV 20.3
2014-06-11;5:32;;5:36;;6:19;;47m;5;ICV 20.3
2014-06-10;12:39;;12:52;;13:55;;1h 16m;5;DHO 23.4
2014-06-10;11:39;;11:43;;12:26;;47m;5;DHO 23.4
2014-06-10;10:00;;10:18;;10:48;;48m;5;DHO 23.4
2014-06-10;9:19;;9:32;;10:02;;43m;5;DHO 23.4
2014-06-10;12:39;;12:52;;13:55;;1h 16m;5;GQD 22.1
2014-06-10;11:39;;11:43;;12:26;;47m;5;GQD 22.1
2014-06-10;10:00;;10:18;;10:48;;48m;5;GQD 22.1
2014-06-10;9:19;;9:32;;10:02;;43m;5;GQD 22.1
2014-06-10;8:18;;8:27;;8:54;;36m;5;GQD 22.1
2014-06-10;12:39;;12:52;;13:55;;1h 16m;5;ICV 20.3
2014-06-10;11:39;;11:43;;12:26;;47m;5;ICV 20.3
2014-06-10;10:00;;10:18;;10:48;;48m;5;ICV 20.3
2014-06-10;9:19;;9:32;;10:02;;43m;5;ICV 20.3
2014-06-10;8:18;;8:27;;8:54;;36m;5;ICV 20.3
2014-06-09;17:04;;17:15;;18:14;;1h 10m;5;DHO 23.4
2014-06-09;12:25;;12:36;;13:31;;1h 6m;5;DHO 23.4
2014-06-09;10:50;;11:14;;11:45;;55m;3;DHO 23.4
2014-06-09;9:13;;9:40;;10:17;;1h 4m;3;DHO 23.4
2014-06-09;8:15;;8:32;;8:50;;35m;3;DHO 23.4
2014-06-09;17:04;;17:15;;18:14;;1h 10m;5;GQD 22.1
2014-06-09;12:25;;12:36;;13:31;;1h 6m;5;GQD 22.1
2014-06-09;17:04;;17:15;;18:14;;1h 10m;5;ICV 20.3
2014-06-09;12:25;;12:36;;13:31;;1h 6m;5;ICV 20.3
2014-06-06;13:08;;13:13;;14:03;;55m;5;DHO 23.4
2014-06-06;13:08;;13:13;;14:03;;55m;5;GQD 22.1
2014-06-06;13:08;;13:13;;14:03;;55m;5;ICV 20.3
2014-05-27;14:11;;14:20;;14:55;;44m;5;DHO 23.4
2014-05-27;14:11;;14:20;;14:55;;44m;5;GBZ 19.6
2014-05-27;14:11;;14:20;;14:55;;44m;5;GQD 22.1
2014-05-27;14:11;;14:20;;14:55;;44m;5;ICV 20.3
2014-05-25;9:29;;9:40;;10:10;;41m;5;DHO 23.4
2014-05-16;7:00;;7:06;;7:53;;53m;5;GQD 22.1
2014-05-16;7:00;;7:06;;7:53;;53m;5;ICV 20.3
2014-05-15;12:42;;12:50;;13:07;;25m;4;DHO 23.4
2014-05-15;9:54;;10:05;;10:35;;41m;5;DHO 23.4
2014-05-15;9:17;;9:24;;9:54;;37m;4;DHO 23.4
2014-05-15;12:42;;12:50;;13:07;;25m;4;GQD 22.1
2014-05-15;9:54;;10:05;;10:35;;41m;5;GQD 22.1
2014-05-15;9:17;;9:24;;9:54;;37m;4;GQD 22.1
2014-05-15;6:44;;6:51;;7:05;;21m;3;GQD 22.1
2014-05-15;9:17;;9:24;;9:54;;37m;4;ICV 20.3
2014-05-15;6:44;;6:51;;7:05;;21m;3;ICV 20.3
2014-05-14;15:46;;15:54;;16:10;;24m;5;DHO 23.4
2014-05-14;13:57;E;14:28;;15:21;;1h 24m;5;DHO 23.4
2014-05-14;13:00;;13:28;;13:44;;44m;5;DHO 23.4
2014-05-14;8:49;;9:02;;9:25;;36m;5;DHO 23.4
2014-05-14;15:46;;15:54;;16:10;;24m;5;GQD 22.1
2014-05-14;13:57;E;14:28;;15:21;;1h 24m;5;GQD 22.1
2014-05-14;13:00;;13:28;;13:44;;44m;5;GQD 22.1
2014-05-14;8:49;;9:02;;9:25;;36m;5;GQD 22.1
2014-05-14;15:46;;15:54;;16:10;;24m;5;ICV 20.3
2014-05-14;13:57;E;14:28;;15:21;;1h 24m;5;ICV 20.3
2014-05-14;13:00;;13:28;;13:44;;44m;5;ICV 20.3
2014-05-10;6:55;;7:10;;8:01;;1h 6m;5;GBZ 19.6
2014-05-10;6:55;;7:10;;8:01;;1h 6m;5;GQD 22.1
2014-05-10;6:55;;7:10;;8:01;;1h 6m;5;ICV 20.3
2014-05-09;14:50;E;15:03;;15:42;;52m;5;DHO 23.4
2014-05-09;14:13;;14:28;;14:50;D;37m;4;DHO 23.4
2014-05-09;12:55;;13:06;;13:37;;42m;4;DHO 23.4
2014-05-09;11:16;;11:28;;11:51;;35m;3;DHO 23.4
2014-05-09;8:10;;8:25;;8:59;;49m;5;DHO 23.4
2014-05-09;14:50;E;15:03;;15:42;;52m;5;GQD 22.1
2014-05-09;14:13;;14:28;;14:50;D;37m;4;GQD 22.1
2014-05-09;12:55;;13:06;;13:37;;42m;4;GQD 22.1
2014-05-09;11:16;;11:28;;11:51;;35m;3;GQD 22.1
2014-05-09;8:10;;8:25;;8:59;;49m;5;GQD 22.1
2014-05-09;14:50;E;15:03;;15:42;;52m;5;ICV 20.3
2014-05-09;14:13;;14:28;;14:50;D;37m;4;ICV 20.3
2014-05-09;8:10;;8:25;;8:59;;49m;5;ICV 20.3
2014-05-08;10:09;E;10:25;;11:54;;1h 45m;5;DHO 23.4
2014-05-08;9:56;;10:05;;10:09;E;13m;5;DHO 23.4
2014-05-08;9:18;;9:32;;9:54;;36m;3;DHO 23.4
2014-05-08;10:09;E;10:25;;11:54;;1h 45m;5;GQD 22.1
2014-05-08;9:56;;10:05;;10:09;E;13m;5;GQD 22.1
2014-05-08;9:18;;9:32;;9:54;;36m;3;GQD 22.1
2014-05-08;10:09;E;10:25;;11:54;;1h 45m;5;ICV 20.3
2014-05-08;9:56;;10:05;;10:09;E;13m;5;ICV 20.3
2014-05-08;9:18;;9:32;;9:54;;36m;3;ICV 20.3
2014-05-07;16:05;;16:34;;17:54;;1h 49m;5;DHO 23.4
2014-05-07;16:05;;16:34;;17:54;;1h 49m;5;GQD 22.1
2014-05-07;16:05;;16:34;;17:54;;1h 49m;5;ICV 20.3
2014-05-06;8:18;;9:08;;10:27;;2h 9m;5;DHO 23.4
2014-05-06;8:18;;9:08;;10:27;;2h 9m;5;GQD 22.1
2014-05-06;8:18;;9:08;;10:27;;2h 9m;5;ICV 20.3
2014-05-04;12:22;;12:35;;13:27;;1h 5m;5;DHO 23.4
2014-05-04;12:00;;12:06;;12:16;;16m;3;DHO 23.4
2014-05-04;9:00;;9:08;;9:32;;32m;5;DHO 23.4
2014-05-04;12:22;;12:35;;13:27;;1h 5m;5;GQD 22.1
2014-05-04;12:00;;12:06;;12:16;;16m;3;GQD 22.1
2014-05-04;9:00;;9:08;;9:32;;32m;5;GQD 22.1
2014-05-04;9:00;;9:08;;9:32;;32m;5;ICV 20.3
2014-05-03;9:26;;9:30;;9:42;;16m;3;DHO 23.4
2014-05-03;9:26;;9:30;;9:42;;16m;3;GQD 22.1
2014-05-02;14:04;;14:16;;14:37;;33m;3;DHO 23.4
2014-05-02;9:19;;9:40;;10:48;;1h 29m;5;DHO 23.4
2014-05-02;14:04;;14:16;;14:37;;33m;3;GQD 22.1
2014-05-02;9:19;;9:40;;10:48;;1h 29m;5;GQD 22.1
2014-05-02;9:19;;9:40;;10:48;;1h 29m;5;ICV 20.3
2014-04-26;15:15;;15:29;;15:51;;36m;5;DHO 23.4
2014-04-26;15:15;;15:29;;15:51;;36m;5;GQD 22.1
2014-04-26;15:15;;15:29;;15:51;;36m;5;ICV 20.3
2014-04-25;11:55;;12:08;;12:54;;59m;5;DHO 23.4
2014-04-25;11:55;;12:08;;12:54;;59m;5;GQD 22.1
2014-04-24;10:05;;10:22;;10:48;;43m;5;DHO 23.4
2014-04-24;10:05;;10:22;;10:48;;43m;5;GQD 22.1
2014-04-24;10:05;;10:22;;10:48;;43m;5;ICV 20.3
2014-04-23;12:47;;13:09;;14:04;;1h 17m;5;DHO 23.4
2014-04-23;12:06;;12:15;;12:40;;34m;4;DHO 23.4
2014-04-23;8:38;;8:45;;8:58;;20m;3;DHO 23.4
2014-04-23;12:47;;13:09;;14:04;;1h 17m;5;GQD 22.1
2014-04-23;12:06;;12:15;;12:40;;34m;4;GQD 22.1
2014-04-23;8:38;;8:45;;8:58;;20m;3;GQD 22.1
2014-04-22;15:14;;15:17;;15:48;;34m;3;DHO 23.4
2014-04-22;11:31;;11:40;;12:33;;1h 2m;5;DHO 23.4
2014-04-22;9:35;;9:42;;9:52;;17m;3;DHO 23.4
2014-04-22;8:44;;8:52;;9:15;;31m;4;DHO 23.4
2014-04-22;8:00;;8:08;;8:20;;20m;3;DHO 23.4
2014-04-22;11:31;;11:40;;12:33;;1h 2m;5;GQD 22.1
2014-04-22;8:44;;8:52;;9:15;;31m;4;GQD 22.1
2014-04-22;8:00;;8:08;;8:20;;20m;3;GQD 22.1
2014-04-22;8:00;;8:08;;8:20;;20m;3;ICV 20.3
2014-04-20;13:35;;13:45;;14:02;;27m;3;DHO 23.4
2014-04-20;8:09;;8:18;;9:01;;52m;4;DHO 23.4
2014-04-20;13:35;;13:45;;14:02;;27m;3;GQD 22.1
2014-04-20;8:09;;8:18;;9:01;;52m;4;GQD 22.1
2014-04-20;8:09;;8:18;;9:01;;52m;4;ICV 20.3
2014-04-18;13:05;E;13:26;;14:34;;1h 29m;5;DHO 23.4
2014-04-18;12:35;;12:55;;13:05;D;30m;5;DHO 23.4
2014-04-18;8:06;;8:16;;8:57;;51m;4;DHO 23.4
2014-04-18;13:05;E;13:26;;14:34;;Duration;5;GQD 22.1
2014-04-18;12:35;;12:55;;13:05;D;;5;GQD 22.1
2014-04-18;8:06;;8:16;;8:57;;51m;4;GQD 22.1
2014-04-18;12:31;;13:05;;13:50;;1h 19m;5;ICV 20.3
2014-04-17;15:48;;16:00;;16:11;;23m;3;DHO 23.4
2014-04-17;11:41;;12:04;;12:46;;1h 5m;4;DHO 23.4
2014-04-17;11:41;;12:04;;12:46;;1h 5m;4;GQD 22.1
2014-04-16;12:42;;12:52;;13:50;;1h 8m;4;DHO 23.4
2014-04-16;8:35;;8:46;;9:16;;41m;4;DHO 23.4
2014-04-16;8:12;;8:19;;8:32;;20m;3;DHO 23.4
2014-04-16;12:42;;12:52;;13:50;;1h 8m;4;GQD 22.1
2014-04-16;8:35;;8:46;;9:16;;41m;4;GQD 22.1
2014-04-16;8:12;;8:19;;8:32;;20m;3;GQD 22.1
2014-04-16;8:35;;8:46;;9:16;;41m;4;ICV 20.3
2014-04-16;8:12;;8:19;;8:32;;20m;3;ICV 20.3
2014-04-14;12:20;;12:30;;12:50;;30m;4;DHO 23.4
2014-04-14;8:57;;9:18;;9:38;;41m;3;DHO 23.4
2014-04-14;12:20;;12:30;;12:50;;30m;4;GQD 22.1
2014-04-14;8:57;;9:18;;9:38;;41m;3;GQD 22.1
2014-04-14;7:47;;8:09;;8:43;;56m;4;GQD 22.1
2014-04-14;7:47;;8:09;;8:43;;56m;4;ICV 20.3
2014-04-12;14:30;;15:01;;15:26;;56m;4;DHO 23.4
2014-04-12;11:18;;11:27;;12:26;;1h 8m;5;DHO 23.4
2014-04-12;9:26;;9:34;;9:51;;25m;3;DHO 23.4
2014-04-12;14:30;;15:01;;15:26;;56m;4;GQD 22.1
2014-04-12;11:18;;11:27;;12:26;;1h 8m;5;GQD 22.1
2014-04-12;14:30;;15:01;;15:26;;56m;4;ICV 20.3
2014-04-07;13:23;;13:33;;14:35;;1h 12m;3;DHO 23.4
2014-04-05;10:43;;10:51;;11:12;;29m;3;DHO 23.4
2014-04-05;9:52;;10:01;;10:14;;22m;3;DHO 23.4
2014-04-05;10:43;;10:51;;11:12;;29m;3;GQD 22.1
2014-04-05;9:52;;10:01;;10:14;;22m;3;GQD 22.1
2014-04-05;10:43;;10:51;;11:12;;29m;3;ICV 20.3
2014-04-05;9:52;;10:01;;10:14;;22m;3;ICV 20.3
2014-04-04;14:48;;14:59;;15:32;;44m;5;DHO 23.4
2014-04-04;13:36;;13:49;;14:46;;1h 10m;5;DHO 23.4
2014-04-04;14:48;;14:59;;15:32;;44m;5;GQD 22.1
2014-04-04;13:36;;13:49;;14:46;;1h 10m;5;GQD 22.1
2014-04-04;14:48;;14:59;;15:32;;44m;5;ICV 20.3
2014-04-04;13:36;;13:49;;14:46;;1h 10m;5;ICV 20.3
2014-04-02;13:12;;14:13;;15:44;;2h 32m;5;DHO 23.4
2014-04-02;13:12;;14:13;;15:44;;2h 32m;5;GQD 22.1
2014-04-02;13:12;;14:13;;15:44;;2h 32m;5;ICV 20.3
2014-03-31;14:10;;14:17;;14:37;;27m;4;DHO 23.4
2014-03-31;8:00;;8:11;;9:04;;1h 4m;5;DHO 23.4
2014-03-31;14:10;;14:17;;14:37;;27m;4;GQD 22.1
2014-03-31;8:00;;8:11;;9:04;;1h 4m;5;GQD 22.1
2014-03-31;14:10;;14:17;;14:37;;27m;4;ICV 20.3
2014-03-30;11:44;;12:00;;12:49;;1h 5m;5;DHO 23.4
2014-03-30;11:44;;12:00;;12:49;;1h 5m;5;GQD 22.1
2014-03-30;11:44;;12:00;;12:49;;1h 5m;5;ICV 20.3
2014-03-29;14:28;;14:35;;14:44;;16m;4;DHO 23.4
2014-03-29;14:28;;14:35;;14:44;;16m;4;GQD 22.1
2014-03-29;14:28;;14:35;;14:44;;16m;4;ICV 20.3
2014-03-23;8:41;;9:00;;9:16;;35m;4;DHO 23.4
2014-03-23;8:41;;9:00;;9:16;;35m;4;ICV 20.3
2014-03-20;8:34;;8:39;;8:48;;14m;4;DHO 23.4
2014-03-20;8:34;;8:39;;8:48;;14m;4;GQD 22.1
2014-03-20;8:34;;8:39;;8:48;;14m;4;ICV 20.3
2014-03-19;12:49;;12:55;;13:15;;26m;5;DHO 23.4
2014-03-19;11:20;;11:31;;12:04;;44m;5;DHO 23.4
2014-03-19;12:49;;12:55;;13:15;;26m;5;GQD 22.1
2014-03-19;11:20;;11:31;;12:04;;44m;5;GQD 22.1
2014-03-19;12:49;;12:55;;13:15;;26m;5;ICV 20.3
2014-03-19;11:20;;11:31;;12:04;;44m;5;ICV 20.3
2014-03-15;9:24;;9:37;;10:11;;47m;5;DHO 23.4
2014-03-15;9:24;;9:37;;10:11;;47m;5;GQD 22.1
2014-03-15;9:24;;9:37;;10:11;;47m;5;HWU 21.8
2014-03-15;9:24;;9:37;;10:11;;47m;5;ICV 20.3
2014-03-13;9:24;;9:28;;9:39;;15m;5;DHO 23.4
2014-03-13;9:24;;9:28;;9:39;;15m;5;GBZ 19.6
2014-03-13;9:24;;9:28;;9:39;;15m;5;GQD 22.1
2014-03-13;9:24;;9:28;;9:39;;15m;5;ICV 20.3
2014-03-12;10:57;;11:09;;12:15;;1h 18m;5;DHO 23.4
2014-03-12;10:57;;11:09;;12:15;;1h 18m;5;GBZ 19.6
2014-03-12;10:57;;11:09;;12:15;;1h 18m;5;GQD 22.1
2014-03-12;10:57;;11:09;;12:15;;1h 18m;5;HWU 21.8
2014-03-12;10:57;;11:09;;12:15;;1h 18m;5;ICV 20.3
2014-03-11;11:57;;12:10;;13:19;;1h 22m;5;DHO 23.4
2014-03-11;10:05;;10:17;;10:31;;26m;5;DHO 23.4
2014-03-11;8:52;;9:11;;9:37;;45m;5;DHO 23.4
2014-03-11;8:52;;9:11;;9:37;;45m;5;GBZ 19.6
2014-03-11;11:57;;12:10;;13:19;;1h 22m;5;GQD 22.1
2014-03-11;10:05;;10:17;;10:31;;26m;5;GQD 22.1
2014-03-11;8:52;;9:11;;9:37;;45m;5;GQD 22.1
2014-03-11;16:09;;16:25;;17:00;;51m;3;ICV 20.3
2014-03-11;11:57;;12:10;;13:19;;1h 22m;5;ICV 20.3
2014-03-11;10:05;;10:17;;10:31;;26m;5;ICV 20.3
2014-03-11;8:52;;9:11;;9:37;;45m;5;ICV 20.3
2014-03-10;15:24;;15:29;;15:42;;18m;5;DHO 23.4
2014-03-10;11:29;;11:42;;12:10;;41m;5;DHO 23.4
2014-03-10;10:32;;10:44;;11:23;;51m;5;DHO 23.4
2014-03-10;9:15;;9:23;;9:31;;16m;5;DHO 23.4
2014-03-10;15:24;;15:29;;15:42;;18m;5;GBZ 19.6
2014-03-10;15:24;;15:29;;15:42;;18m;5;GQD 22.1
2014-03-10;11:29;;11:42;;12:10;;41m;5;GQD 22.1
2014-03-10;10:32;;10:44;;11:23;;51m;5;GQD 22.1
2014-03-10;15:24;;15:29;;15:42;;18m;5;ICV 20.3
2014-03-10;11:29;;11:42;;12:10;;41m;5;ICV 20.3
2014-03-10;9:15;;9:23;;9:31;;16m;5;ICV 20.3
2014-03-09;14:35;;14:42;;14:57;;22m;5;DHO 23.4
2014-03-09;13:52;;14:00;;14:15;;23m;5;DHO 23.4
2014-03-09;13:28;;13:32;;13:47;;19m;5;DHO 23.4
2014-03-09;8:35;;8:42;;8:52;;17m;5;DHO 23.4
2014-03-09;14:35;;14:42;;14:57;;22m;5;GBZ 19.6
2014-03-09;13:52;;14:00;;14:15;;23m;5;GBZ 19.6
2014-03-09;13:28;;13:32;;13:47;;19m;5;GBZ 19.6
2014-03-09;8:35;;8:42;;8:52;;17m;5;GBZ 19.6
2014-03-09;14:35;;14:42;;14:57;;22m;5;GQD 22.1
2014-03-09;13:52;;14:00;;14:15;;23m;5;GQD 22.1
2014-03-09;13:28;;13:32;;13:47;;19m;5;GQD 22.1
2014-03-09;8:35;;8:42;;8:52;;17m;5;GQD 22.1
2014-03-09;14:35;;14:42;;14:57;;22m;5;ICV 20.3
2014-03-09;13:52;;14:00;;14:15;;23m;5;ICV 20.3
2014-03-09;13:28;;13:32;;13:47;;19m;5;ICV 20.3
2014-03-09;8:35;;8:42;;8:52;;17m;5;ICV 20.3
2012-01-28;8:54;;8:59;;9:22;;28m;4;
2012-01-12;9:43;;9:56;;10:50;;1h 7m;5;
2012-01-12;8:27;;8:37;;9:18;;51m;4;
2012-01-09;8:03;;8:14;;8:46;;43m;4;
2012-01-08;11:20;;11:34;;11:55;;35m;4;
2012-01-08;8:29;;8:45;;9:23;;54m;4;
2012-01-07;8:28;;8:41;;9:01;;33m;4;
2011-12-03;14:19;;14:35;;15:20;;1h 1m;5;
2011-12-03;12:39;;13:06;;14:03;;1h 24m;4;
2011-12-03;12:15;;12:25;;12:39;;24m;3;
2011-12-02;11:25;;11:41;;12:36;;1h 11m;5;
2011-12-02;9:19;;9:26;;9:38;;19m;3;
2011-12-02;8:02;;8:12;;8:22;;20m;4;
2011-11-24;14:22;;14:37;;15:11;;49m;3;
2011-11-23;13:55;;14:07;;14:46;;51m;3;
2011-11-22;15:52;;16:03;;16:39;;47m;3;
2011-11-22;15:18;;15:29;;15:47;;29m;3;
2011-11-22;14:06;;14:22;;15:03;;57m;4;
2011-11-22;9:46;;9:49;;10:12;;26m;3;
2011-11-15;15:14;;15:38;;16:25;;1h 11m;4;
2011-11-15;14:17;;14:32;;15:00;;43m;3;
2011-11-15;13:15;;13:19;;13:28;;13m;3;
2011-11-15;12:33;;12:48;;13:38;;1h 5m;5;
2011-11-15;11:13;;11:19;;11:26;;13m;3;
2011-11-15;10:36;;10:40;;10:48;;12m;3;
2011-11-15;9:02;;9:22;;10:30;;1h 28m;5;
2011-11-14;9:20;;9:43;;9:44;;24m;3;
2011-11-06;9:52;;9:58;;10:56;;1h 4m;5;
2011-11-05;11:05;;11:17;;12:03;;58m;5;
2011-11-03;10:56;;11:11;;12:09;;1h 13m;5;
2011-11-03;10:37;;10:42;;10:56;D;19m;5;
2011-11-03;10:00;;10:08;;10:30;;30m;5;
2011-11-03;9:29;;9:41;;9:47;;18m;4;
2011-11-01;10:23;;10:34;;11:00;;37m;5;
2011-10-25;11:14;;11:16;;12:12;;58m;3;
2011-10-23;11:57;;12:03;;12:31;;34m;4;
2011-10-21;12:54;;13:09;;14:33;;1h 39m;5;
2011-10-21;9:58;;10:08;;10:29;;31m;3;
2011-10-21;8:55;;9:00;;9:34;;39m;3;
2011-10-19;12:42;;12:43;;12:59;;17m;3;
2011-10-19;12:08;;12:11;;12:31;;23m;4;
2011-10-12;14:18;;14:23;;14:50;;32m;3;
2011-10-12;11:34;;11:41;;12:27;;53m;5;
2011-10-08;9:52;;9:59;;10:13;;21m;3;
2011-10-06;9:28;;9:49;;10:52;;1h 24m;4;
2011-10-05;16:20;;16:29;;17:18;;58m;4;
2011-10-05;12:40;;12:57;;14:14;;1h 34m;5;
2011-10-05;10:31;;11:31;;12:26;;1h 55m;5;
2011-10-04;8:58;;9:46;;11:14;;2h 16m;5;
2010-07-31;13:04;;13:23;;13:55;;51m;4;
2010-07-31;12:32;;12:47;;13:04;;32m;3;
2010-07-31;11:19;;11:52;;12:31;;1h 12m;4;
2010-07-31;9:17;;9:40;;10:58;;1h 41m;4;
2010-07-13;10:40;;10:50;;11:58;;1h 18m;5;
2010-07-10;14:07;;14:45;;15:42;;1h 35m;4;
2010-07-10;12:02;;12:43;;13:20;;1h 18m;4;
2010-07-10;9:50;;10:16;;11:23;;1h 33m;4;
2010-07-10;8:34;;8:44;;9:28;;54m;3;
2010-07-09;10:28;;10:45;;11:15;;47m;3;
2010-07-09;8:55;;9:03;;9:38;;43m;3;
2010-07-09;8:20;;8:25;;8:40;;20m;3;
2010-07-05;13:37;;13:40;;14:40;;1h 3m;4;
2010-07-03;16:24;;16:39;;16:54;;30m;4;
2010-07-03;15:28;;15:32;;16:22;;54m;4;
2010-07-03;14:05;;14:27;;15:10;;1h 5m;5;
2010-07-03;12:07;;12:34;;13:26;;1h 19m;4;
2010-07-03;11:28;;11:56;;12:07;D;39m;4;
2010-07-03;9:59;;10:11;;10:25;;26m;4;
2010-07-03;8:56;;9:15;;9:51;;55m;4;
2010-07-03;8:12;;8:35;;8:56;D;44m;3;DHO 23.4
2010-06-12;9:12;;9:22;;10:12;;1h;5;DHO 23.4
2010-06-08;13:46;;13:51;;14:11;;25m;3;DHO 23.4
2010-06-08;12:45;;12:45;;13:06;;21m;3;DHO 23.4
2010-06-08;12:28;;12:33;;12:45;D;17m;3;DHO 23.4
2010-05-26;9:11;;9:15;;9:44;;33m;4;DHO 23.4
2010-05-26;8:43;;8:51;;9:05;;22m;3;DHO 23.4
2010-05-08;11:40;;11:48;;12:49;;1h 9m;3;DHO 23.4
2010-05-05;11:44;;12:00;;12:56;;1h 12m;5;DHO 23.4
